COMID,Monitoring,lat,lon,AreaSqKM,wshd area,TotDASqKM,Source,GII,WT
4683708,USGS-01556009,40.47194444,-78.1869444,3.8295,296,766.8954,2,,USGS-01556009
4726593,USGS-01578310,39.65788889,-76.1744444,0.4275,27100,70161.1119,2,,USGS-01578310
9514000,USGS-01403300,40.55944444,-74.52777778,1.6353,804,2072.4228,2,,USGS-01403300
22340529,USGS-01646580,38.9295555,-77.1169232,2.7954,11570,31.5783,2,,USGS-01646580
