"","COMID"
"1764",8550973
"1765",8551033
"1766",8551039
"1767",8551287
"1768",8551047
"1769",8550953
"1770",8550987
"1771",8551293
"1772",8545821
"1773",8548171
"1774",8547583
"1775",8545911
"1776",8545871
"1777",8545905
"1778",8545933
"1779",8545963
"1780",8546027
"1781",8546135
"1782",8546177
"1783",8546245
"1784",8546335
"1785",8546347
"1786",8546371
"1787",8546465
"1788",8546513
"1789",8546511
"1790",8546585
"1791",8547607
"1792",8546777
"1793",8546805
"1794",8546827
"1795",8546853
"1796",8546849
"1797",8546905
"1798",8547025
"1799",8547041
"1800",8547073
"1801",8547087
"1802",8547145
"1803",8547189
"1804",8547237
"1805",8547251
"1806",8547295
"1807",8550947
"1808",8550949
"1809",8550913
"1810",8550935
"1811",8548443
"1812",8548457
"1813",8548459
"1814",8548455
"1815",8548449
"1816",8548451
"1817",8548453
"1818",8548467
"1819",8548469
"1820",8546735
"1821",8547879
"1822",8546751
"1823",8546785
"1824",8546799
"1825",8546923
"1826",8546883
"1827",8547143
"1828",8547137
"1829",8547171
"1830",8547185
"1831",8547183
"1832",8546061
"1833",8548175
"1834",8547665
"1835",8546117
"1836",8558083
"1837",8546169
"1838",8546253
"1839",8546309
"1840",8546433
"1841",8546457
"1842",8546501
"1843",8546543
"1844",8546551
"1845",8549573
"1846",8550105
"1847",8549581
"1848",8549587
"1849",8549599
"1850",8546745
"1851",8546831
"1852",8547937
"1853",8546583
"1854",8547923
"1855",8547613
"1856",8546741
"1857",8547615
"1858",8547619
"1859",8546919
"1860",8549349
"1861",8549291
"1862",8550063
"1863",8545589
"1864",8548065
"1865",8547523
"1866",8545889
"1867",8545833
"1868",8546633
"1869",8547891
"1870",8546669
"1871",8546719
