"","COMID"
"1",8494310
"2",8494302
"3",8494312
"4",8494308
"5",8494288
"6",8494276
"7",8494282
"8",8494114
"9",8494266
"10",8494274
"11",8494106
"12",8493770
"13",8493742
"14",8493730
"15",8493734
"16",8493648
"17",8494384
"18",8493682
"19",8493656
"20",8493598
"21",8493582
"22",8493508
"23",8493490
"24",8493472
"25",8493458
"26",8493454
"27",8493428
"28",8493380
"29",8494082
"30",8493300
"31",8493274
"32",8493316
"33",8493258
"34",8493272
"35",8493302
"36",8493286
"37",8493252
"38",8493212
"39",8493188
"40",8493166
"41",8493144
"42",8493136
"43",8493100
"44",8493068
"45",8493046
"46",8493018
"47",8493006
"48",8492994
"49",8492912
"50",8492908
"51",8492892
"52",8492858
"53",8492852
"54",8492798
"55",8492786
"56",8492772
"57",8492744
"58",8492724
"59",8490058
"60",8492686
"61",8490028
"62",8490022
"63",8490008
"64",8490006
"65",8489976
"66",8489932
"67",8489912
"68",8489818
"69",8489802
"70",8489784
"71",8489778
"72",8489760
"73",8489754
"74",8489738
"75",8489732
"76",8489720
"77",8489724
"78",8489726
"79",8489730
"80",8489710
"81",8489698
"82",8489686
"83",8489676
"84",8489654
"85",8489640
"86",8489610
"87",8489612
"88",8489606
"89",8489596
"90",8489598
"91",8489590
"92",8489582
"93",8489484
"94",8489486
"95",8489344
"96",8489324
"97",8489312
"98",8489302
"99",8489284
"100",8489272
"101",8489256
"102",8489238
"103",8489236
"104",8489228
"105",8489206
"106",8489204
"107",8489178
"108",8489170
"109",8493312
"110",8493324
"111",8493356
"112",8493244
"113",8493210
"114",8493232
"115",8489160
"116",8490316
"117",8489158
"118",8490248
"119",8489566
"120",8494076
"121",8493342
"122",8493346
"123",8493310
"124",8489410
"125",8489392
"126",8489420
"127",8490234
"128",8489450
"129",8489452
"130",8493414
"131",8494262
"132",8496934
"133",8494270
"134",8493214
"135",8493398
"136",8489502
"137",8489370
"138",8493330
"139",8490336
"140",8490334
"141",8490332
"142",8490326
"143",8490324
"144",8490318
"145",8493596
"146",8493556
"147",8493522
"148",8493486
"149",8493448
"150",8494210
"151",8493350
"152",8493288
"153",8493282
"154",8493276
"155",8493234
"156",8493204
"157",8493060
"158",8493146
"159",8494062
"160",8494056
"161",8494054
"162",8492968
"163",8494042
"164",8492870
"165",8492818
"166",8492794
"167",8492752
"168",8494016
"169",8490308
"170",8490040
"171",8490304
"172",8490016
"173",8490012
"174",8490290
"175",8490288
"176",8489914
"177",8489900
"178",8489826
"179",8489898
"180",8490404
"181",8490402
"182",8489788
"183",8490384
"184",8489786
"185",8489806
"186",8489812
"187",8493134
"188",8493196
"189",8493292
"190",8493254
"191",8493184
"192",8494130
"193",8494064
"194",8489564
"195",8489542
"196",8489538
"197",8489534
"198",8489524
"199",8490244
"200",8489492
"201",8489172
"202",8490242
"203",8489498
"204",8490240
"205",8489464
"206",8489432
"207",8489376
"208",8489364
"209",8489358
"210",8489350
"211",8489342
"212",8489346
"213",8489328
"214",8490226
"215",8489290
"216",8489280
"217",8489266
"218",8489260
"219",8489250
"220",8489264
"221",8489262
"222",8490220
"223",8489240
"224",8489232
"225",8489594
"226",8489620
"227",8489648
"228",8489660
"229",8489646
"230",8489632
"231",8489634
"232",8490258
"233",8489554
"234",8489558
"235",8489586
"236",8489592
"237",8489600
"238",8489602
"239",8489572
"240",8489568
"241",8489550
"242",8489532
"243",8489504
"244",8489496
"245",8489458
"246",8489442
"247",8489426
"248",8489380
"249",8489934
"250",8489916
"251",8489894
"252",8489882
"253",8489868
"254",8489846
"255",8489858
"256",8490274
"257",8489942
"258",8492938
"259",8492944
"260",8492954
"261",8492956
"262",8494038
"263",8492926
"264",8492922
"265",8492916
"266",8492900
"267",8492864
"268",8492872
"269",8492834
"270",8492824
"271",8492822
"272",8492816
"273",8492806
"274",8492856
"275",8494030
"276",8492860
"277",8492854
"278",8492792
"279",8493674
"280",8493666
"281",8493658
"282",8493624
"283",8493590
"284",8493564
"285",8493548
"286",8493506
"287",8493442
"288",8494090
"289",8494098
"290",8493546
"291",8494092
"292",8493512
"293",8493782
