"","COMID"
"1",8491706
"2",8491704
"3",8491712
"4",8491686
"5",8491690
"6",8491650
"7",8491646
"8",8491640
"9",8491634
"10",8491642
"11",8491630
"12",8491626
"13",8491616
"14",8491606
"15",8491622
"16",8491618
"17",8491602
"18",8491598
"19",8491590
"20",8491582
"21",8491592
"22",8491580
"23",8491596
"24",8491540
"25",8491556
"26",8491512
"27",8491514
"28",8491516
"29",8491568
"30",8491524
"31",8491526
"32",8491536
"33",8491532
"34",8491548
"35",8491502
"36",8491534
"37",8491504
"38",8494324
"39",8494316
"40",8494328
"41",8494310
"42",8494302
"43",8494312
"44",8494308
"45",8494288
"46",8494276
"47",8494282
"48",8494114
"49",8494266
"50",8494274
"51",8494106
"52",8493770
"53",8493742
"54",8493730
"55",8493734
"56",8493648
"57",8494384
"58",8493682
"59",8493656
"60",8493598
"61",8493582
"62",8493508
"63",8493490
"64",8493472
"65",8493458
"66",8493454
"67",8493428
"68",8493380
"69",8494082
"70",8493300
"71",8493274
"72",8493316
"73",8493258
"74",8493272
"75",8493302
"76",8493286
"77",8493252
"78",8493212
"79",8493188
"80",8493166
"81",8493144
"82",8493136
"83",8493100
"84",8493068
"85",8493046
"86",8493018
"87",8493006
"88",8492994
"89",8492912
"90",8492908
"91",8492892
"92",8492858
"93",8492852
"94",8492798
"95",8492786
"96",8492772
"97",8492744
"98",8492724
"99",8490058
"100",8492686
"101",8490028
"102",8490022
"103",8490008
"104",8490006
"105",8489976
"106",8489932
"107",8489912
"108",8489818
"109",8489802
"110",8489784
"111",8489778
"112",8489760
"113",8489754
"114",8489738
"115",8489732
"116",8489720
"117",8489724
"118",8489726
"119",8489730
"120",8489710
"121",8489698
"122",8489686
"123",8489676
"124",8489654
"125",8489640
"126",8489610
"127",8489612
"128",8489606
"129",8489596
"130",8489598
"131",8489590
"132",8489582
"133",8489484
"134",8489486
"135",8489344
"136",8489324
"137",8489312
"138",8489302
"139",8489284
"140",8489272
"141",8489256
"142",8489238
"143",8489236
"144",8489228
"145",8489206
"146",8489204
"147",8489178
"148",8489170
"149",8493312
"150",8493324
"151",8493356
"152",8493244
"153",8493210
"154",8493232
"155",8489160
"156",8490316
"157",8489158
"158",8490248
"159",8489566
"160",8494076
"161",8493342
"162",8493346
"163",8493310
"164",8489410
"165",8489392
"166",8489420
"167",8490234
"168",8489450
"169",8489452
"170",8493414
"171",8494262
"172",8496934
"173",8494270
"174",8491670
"175",8491692
"176",8491668
"177",8491676
"178",8493214
"179",8491774
"180",8493398
"181",8489502
"182",8489370
"183",8493330
"184",8490336
"185",8490334
"186",8490332
"187",8490326
"188",8490324
"189",8490318
"190",8493596
"191",8493556
"192",8493522
"193",8493486
"194",8493448
"195",8494210
"196",8493350
"197",8493288
"198",8493282
"199",8493276
"200",8493234
"201",8493204
"202",8493060
"203",8493146
"204",8494062
"205",8494056
"206",8494054
"207",8492968
"208",8494042
"209",8492870
"210",8492818
"211",8492794
"212",8492752
"213",8494016
"214",8490308
"215",8490040
"216",8490304
"217",8490016
"218",8490012
"219",8490290
"220",8490288
"221",8489914
"222",8489900
"223",8489826
"224",8489898
"225",8490404
"226",8490402
"227",8489788
"228",8490384
"229",8489786
"230",8489806
"231",8489812
"232",8493134
"233",8493196
"234",8493292
"235",8493254
"236",8493184
"237",8494130
"238",8494064
"239",8489564
"240",8489542
"241",8489538
"242",8489534
"243",8489524
"244",8490244
"245",8489492
"246",8489172
"247",8490242
"248",8489498
"249",8490240
"250",8489464
"251",8489432
"252",8489376
"253",8489364
"254",8489358
"255",8489350
"256",8489342
"257",8489346
"258",8489328
"259",8490226
"260",8489290
"261",8489280
"262",8489266
"263",8489260
"264",8489250
"265",8489264
"266",8489262
"267",8490220
"268",8489240
"269",8489232
"270",8489594
"271",8489620
"272",8489648
"273",8489660
"274",8489646
"275",8489632
"276",8489634
"277",8490258
"278",8489554
"279",8489558
"280",8489586
"281",8489592
"282",8489600
"283",8489602
"284",8489572
"285",8489568
"286",8489550
"287",8489532
"288",8489504
"289",8489496
"290",8489458
"291",8489442
"292",8489426
"293",8489380
"294",8489934
"295",8489916
"296",8489894
"297",8489882
"298",8489868
"299",8489846
"300",8489858
"301",8490274
"302",8489942
"303",8492938
"304",8492944
"305",8492954
"306",8492956
"307",8494038
"308",8492926
"309",8492922
"310",8492916
"311",8492900
"312",8492864
"313",8492872
"314",8492834
"315",8492824
"316",8492822
"317",8492816
"318",8492806
"319",8492856
"320",8494030
"321",8492860
"322",8492854
"323",8492792
"324",8493674
"325",8493666
"326",8493658
"327",8493624
"328",8493590
"329",8493564
"330",8493548
"331",8493506
"332",8493442
"333",8494090
"334",8494098
"335",8493546
"336",8494092
"337",8493512
"338",8493782
"339",8493774
"340",8494256
"341",8493750
"342",8493724
"343",8493722
"344",8494254
"345",8493718
"346",8493726
"347",8494378
"348",8493308
"349",8493320
"350",8494084
"351",8493468
"352",8494086
"353",8489184
"354",8489188
"355",8489190
"356",8490328
"357",8489174
"358",8489180
"359",8493820
"360",8494300
"361",8496976
"362",8491040
"363",8491586
"364",8491562
"365",8491014
"366",8490990
"367",8490984
"368",8490958
"369",8490946
"370",8490932
"371",8490918
"372",8490916
"373",8490978
"374",8491538
"375",8491408
"376",8491076
"377",8491600
"378",8491082
"379",8491064
"380",8491060
"381",8491020
"382",8491044
"383",8493452
